p3,p1_conf,p2,p3_conf,timestamp,retweet_count,truncated,img_num,text,name,p1,p2_dog,favorite_count,tweet_id,rating_numerator,jpg_url,p1_dog,retweeted,source,rating_denominator,p2_conf,p3_dog,dog_stages
Golden Retriever,0.403496,Cocker Spaniel,0.0887187,2016-01-29 02:46:29+00:00,682,False,1,"""Fuck the system"" 10/10 https://t.co/N0OADmCnVV",None,Soft-Coated Wheaten Terrier,True,1971,692901601640583168,10,https://pbs.twimg.com/media/CZ2uU37UcAANzmK.jpg,True,False,Twitter for iPhone,10,0.135164,True,None
Rhodesian Ridgeback,0.162638,Doberman,0.0814778,2016-01-29 03:03:25+00:00,998,False,1,This is Wally. He's being abducted by aliens. 10/10 poor pupper https://t.co/EiF659Bgjn,Wally,Mexican Hairless,True,2683,692905862751522816,10,https://pbs.twimg.com/media/CZ2yNKhWEAA_7cb.jpg,True,False,Twitter for iPhone,10,0.1562869999999999,True,pupper
Boxer,0.612635,English Springer,0.0486655,2016-01-29 03:56:12+00:00,838,False,1,Please only send in dogs. Don't submit other things like this pic of Kenny Chesney in a bathtub. Thank you. 9/10 https://t.co/TMpDHHGspy,None,Saint Bernard,True,2926,692919143163629568,9,https://pbs.twimg.com/media/CZ2-SRiWcAIjuM5.jpg,True,False,Twitter for iPhone,10,0.269744,True,None
Yorkshire Terrier,0.660099,Neck Brace,0.0334878,2016-01-29 15:36:45+00:00,523,False,1,This is Milo. He doesn't understand your fancy human gestures. Will lick instead. 10/10 can't faze this pupper https://t.co/OhodPIDOpW,Milo,Ice Lolly,False,2056,693095443459342336,10,https://pbs.twimg.com/media/CZ5entwWYAAocEg.jpg,False,False,Twitter for iPhone,10,0.0395629,True,pupper
Golden Retriever,0.740013,Welsh Springer Spaniel,0.0474698,2016-01-29 16:30:45+00:00,695,False,1,"""Thank you friend that was a swell petting"" 11/10 (vid by @MatthewjamesMac) https://t.co/NY3cPAZAIM",None,Cocker Spaniel,True,1889,693109034023534592,11,https://pbs.twimg.com/ext_tw_video_thumb/693108992730632192/pu/img/ncJQQZf3eroMSF12.jpg,True,False,Twitter for iPhone,10,0.088739,True,None
Tibetan Terrier,0.69748,Lhasa,0.0909703999999999,2016-01-29 19:36:08+00:00,3622,False,3,This is Dunkin. He can only see when he's wet (tragic). 12/10 future heartbreaker https://t.co/At8Kxc5H9U,Dunkin,Shih-Tzu,True,8668,693155686491000832,12,https://pbs.twimg.com/media/CZ6VatdWwAAwHly.jpg,True,False,Twitter for iPhone,10,0.200151,True,None
Rhodesian Ridgeback,0.8764129999999999,Chesapeake Bay Retriever,0.0321940999999999,2016-01-30 00:38:37+00:00,841,False,1,"This is Bodie. He's not proud of what he did, but it needed to be done. 9/10 eight days was a pretty good streak tbh https://t.co/bpZsGMqVVP",Bodie,Vizsla,True,3133,693231807727280129,9,https://pbs.twimg.com/media/CZ7aplIUsAAq-8s.jpg,True,False,Twitter for iPhone,10,0.0783998,True,None
Kuvasz,0.989333,Labrador Retriever,0.000748932,2016-01-30 02:41:58+00:00,568,False,1,I hope you guys enjoy this beautiful snowy pupper as much as I did. 11/10 https://t.co/DYUsHtL2aR,None,Golden Retriever,True,2459,693262851218264065,11,https://pbs.twimg.com/media/CZ724fDUYAAytS-.jpg,True,False,Twitter for iPhone,10,0.00794644,True,pupper
No Image,0.0,No Image,0.0,2016-01-30 02:58:42+00:00,925,False,0,This is Oscar. He can wave. Friendly af. 12/10 would totally wave back (IG: Oscar.is.bear) https://t.co/waN6EW0wfM,Oscar,No Image,False,2622,693267061318012928,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Box Turtle,0.340008,Bull Mastiff,0.1643369999999999,2016-01-30 03:52:58+00:00,1403,False,1,This is Sadie and her 2 pups Shebang &amp; Ruffalo. Sadie says single parenting is challenging but rewarding. All 10/10 https://t.co/UzbhwXcLne,Sadie,Labrador Retriever,True,3669,693280720173801472,10,https://pbs.twimg.com/media/CZ8HIsGWIAA9eXX.jpg,True,False,Twitter for iPhone,10,0.175316,False,None
Black-Footed Ferret,0.5198109999999999,Siamese Cat,0.0399666999999999,2016-01-30 17:31:20+00:00,698,False,1,This is Lincoln. He doesn't understand his new jacket. 11/10 please enjoy (vid by @GraceIsTheName8) https://t.co/S6cQsIoX27,Lincoln,Sea Lion,False,1941,693486665285931008,11,https://pbs.twimg.com/ext_tw_video_thumb/693486485266247680/pu/img/KhapmUYPQTpbwNf8.jpg,False,False,Twitter for iPhone,10,0.290971,False,None
Siamese Cat,0.383448,Grey Fox,0.0982558,2016-01-31 00:25:18+00:00,2233,False,1,Meet Phil. He's big af. Currently destroying this nice family home. Completely uncalled for. 3/10 not a good pupper https://t.co/fShNNhBWYx,Phil,Dining Table,False,5565,693590843962331137,3,https://pbs.twimg.com/media/CaAhMb1XEAAB6Bz.jpg,False,False,Twitter for iPhone,10,0.103191,False,pupper
Eskimo Dog,0.449298,Siberian Husky,0.163485,2016-01-31 02:31:43+00:00,422,False,1,When you keepin the popcorn bucket in your lap and she reach for some... 10/10 https://t.co/a1IrjaID3X,None,Malamute,True,1691,693622659251335168,10,https://pbs.twimg.com/media/CaA-IR9VIAAqg5l.jpg,True,False,Twitter for iPhone,10,0.385075,True,None
Boston Bull,0.841987,French Bulldog,0.0387199,2016-01-31 03:00:47+00:00,894,False,1,This pupper is afraid of its own feet. 12/10 would comfort https://t.co/Tn9Mp0oPoJ,None,Pug,True,2685,693629975228977152,12,https://pbs.twimg.com/media/CaBEx3SWEAILZpi.jpg,True,False,Twitter for iPhone,10,0.0697911,True,pupper
German Short-Haired Pointer,0.111893,Bluetick,0.0670003999999999,2016-01-31 03:49:30+00:00,472,False,1,Meet Freddery. He's a Westminster Toblerone. Seems to enjoy car rides. 9/10 would pat on the head approvingly https://t.co/6BS9XEip9a,Freddery,Scottish Deerhound,True,2790,693642232151285760,9,https://pbs.twimg.com/media/CaBP7i9W0AAJrIs.jpg,True,False,Twitter for iPhone,10,0.0743018,True,None
Bathtub,0.272451,Doormat,0.0663684,2016-01-31 04:11:58+00:00,673,False,1,What kind of person sends in a pic without a dog in it? So churlish. Neat rug tho 7/10 https://t.co/LSTAwTdTaw,None,Washbasin,False,2961,693647888581312512,7,https://pbs.twimg.com/media/CaBVE80WAAA8sGk.jpg,False,False,Twitter for iPhone,10,0.165871,False,None
Schipperke,0.550796,Norwegian Elkhound,0.0808019,2016-01-31 23:42:03+00:00,413,False,1,This is Kobe. He's a Speckled Rorschach. Requests that someone holds his hand during car rides. 10/10 sick interior https://t.co/LCA6Fr3X2M,Kobe,Groenendael,True,1896,693942351086120961,10,https://pbs.twimg.com/media/CaFg41YWkAAdOjy.jpg,True,False,Twitter for iPhone,10,0.15477,True,None
No Image,0.0,No Image,0.0,2016-02-01 03:04:14+00:00,457,False,0,These lil fellas are the best of friends. 12/10 for both. 1 like = 1 friend (vid by @CassieBrookee15) https://t.co/gzRghPC61H,None,No Image,False,2044,693993230313091072,12,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Chihuahua,0.769999,Cardigan,0.000246837,2016-02-01 03:38:15+00:00,1176,False,1,This is Chester. He's a Benefloof Cumberbark. Fabulous ears. Nifty shirt. Was probably on sale. Nice hardwood. 11/10 https://t.co/YoII7tWXMT,Chester,Pembroke,True,3705,694001791655137281,11,https://pbs.twimg.com/media/CaGW8JQUMAEVtLl.jpg,True,False,Twitter for iPhone,10,0.229228,True,floof
Shih-Tzu,0.441499,Pekinese,0.0720988,2016-02-01 15:39:48+00:00,1040,False,1,This is Lola. She realized mid hug that she's not ready for a committed relationship with a teddy bear. 9/10 https://t.co/pVebzwRioD,Lola,Teddy,True,3236,694183373896572928,9,https://pbs.twimg.com/media/CaI8Fn0WAAIrFJN.jpg,False,False,Twitter for iPhone,10,0.08087,True,None
Maltese Dog,0.352547,Toy Poodle,0.116657,2016-02-01 17:11:59+00:00,2297,False,1,"""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days."" 10/10 https://t.co/Sd4qAdSRqI",None,Shih-Tzu,True,4582,694206574471057408,10,https://pbs.twimg.com/media/CaJRMPQWIAA1zL9.jpg,True,False,Twitter for iPhone,10,0.15572,True,None
Saint Bernard,0.99006,Bull Mastiff,0.00161729,2016-02-02 01:21:07+00:00,569,False,1,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper https://t.co/oToIkYnEGn,Grady,Boxer,True,2203,694329668942569472,9,https://pbs.twimg.com/media/CaLBJmOWYAQt44t.jpg,True,False,Twitter for iPhone,10,0.00743627,True,pupper
No Image,0.0,No Image,0.0,2016-02-02 02:10:14+00:00,557,False,0,It's okay pup. This happens every time I listen to @adele also. 11/10 (vid by @_larirutschmann) https://t.co/oCImpQuoRb,None,No Image,False,1727,694342028726001664,11,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Silky Terrier,0.407886,Yorkshire Terrier,0.108404,2016-02-02 02:53:12+00:00,700,False,2,Meet Oliviér. He takes killer selfies. Has a dog of his own. It leaps at random &amp; can't bark for shit. 10/10 &amp; 5/10 https://t.co/6NgsQJuSBJ,Oliviér,Australian Terrier,True,2244,694352839993344000,10,https://pbs.twimg.com/media/CaLWOPfWkAAo2Dt.jpg,True,False,Twitter for iPhone,10,0.328173,True,None
Marmot,0.4570939999999999,Mongoose,0.148309,2016-02-02 23:52:22+00:00,13517,False,2,This is Phil. He's an important dog. Can control the seasons. Magical as hell. 12/10 would let him sign my forehead https://t.co/9mb0P2rjk2,Phil,Beaver,False,26068,694669722378485760,12,https://pbs.twimg.com/media/CaP2bS8WYAAsMdx.jpg,False,False,Twitter for iPhone,10,0.228298,False,None
Black-Footed Ferret,0.449268,Fur Coat,0.082232,2016-02-03 15:30:43+00:00,1053,False,1,This is Archie. He's a Bisquick Taj Mapaw. Too many people are touching him. It is doing him a discomfort. 10/10 https://t.co/CJJpjTMzPQ,Archie,Bow Tie,False,3046,694905863685980160,10,https://pbs.twimg.com/media/CaTNMUgUYAAB6vs.jpg,False,False,Twitter for iPhone,10,0.139099,False,None
No Image,0.0,No Image,0.0,2016-02-03 16:49:55+00:00,1043,False,0,Please only send in dogs. This t-rex is very scary. 5/10 ...might still pet (vid by @helizabethmicha) https://t.co/Vn6w5w8TO2,None,No Image,False,2965,694925794720792577,5,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Chihuahua,0.761454,Pug,0.0415978,2016-02-04 01:07:39+00:00,885,False,1,"Meet Brian (pronounced ""Kirk""). He's not amused by ur churlish tomfoolery. Once u put him down you're done for. 6/10 https://t.co/vityMwPKKi",Brian,Boston Bull,True,2918,695051054296211456,6,https://pbs.twimg.com/media/CaVRP4GWwAERC0v.jpg,True,False,Twitter for iPhone,10,0.0753949,True,None
Ice Lolly,0.522211,Sunglasses,0.051774,2016-02-04 02:00:27+00:00,685,False,1,"This may be the greatest video I've ever been sent. 4/10 for Charles the puppy, 13/10 overall. (Vid by @stevenxx_) https://t.co/uaJmNgXR2P",None,Seat Belt,False,1771,695064344191721472,4,https://pbs.twimg.com/ext_tw_video_thumb/695064251149508610/pu/img/0OPED0aUurb9Z16a.jpg,False,False,Twitter for iPhone,10,0.0775521,False,None
Lhasa,0.5101060000000001,Tibetan Terrier,0.069231,2016-02-04 02:40:08+00:00,1239,False,1,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt https://t.co/dH3GzcjCtQ,Lorenzo,Shih-Tzu,True,3116,695074328191332352,11,https://pbs.twimg.com/media/CaVmajOWYAA1uNG.jpg,True,False,Twitter for iPhone,10,0.0719809,True,pupper
Border Collie,0.227784,Chihuahua,0.0934574,2016-02-04 04:03:57+00:00,684,False,1,This is just a beautiful pupper good shit evolution. 12/10 https://t.co/2L8pI0Z2Ib,None,Papillon,True,2888,695095422348574720,12,https://pbs.twimg.com/media/CaV5mRDXEAAR8iG.jpg,True,False,Twitter for iPhone,10,0.218128,True,pupper
Pekinese,0.678547,Lhasa,0.0489988,2016-02-04 18:35:39+00:00,1675,False,2,This is Colin. He really likes green beans. It's tearing his family apart. 10/10 please pray for Colin https://t.co/ioFy0cmK03,Colin,Maltese Dog,True,4004,695314793360662529,10,https://pbs.twimg.com/media/CaZBErSWEAEdXk_.jpg,True,False,Twitter for iPhone,10,0.125046,True,None
Pekinese,0.997445,Bull Mastiff,0.000304404,2016-02-05 00:51:51+00:00,4017,False,1,This is Bob. He just got back from his job interview and realized his ear was inside-out the whole time. 10/10 https://t.co/lORINwFXIV,Bob,Pug,True,9460,695409464418041856,10,https://pbs.twimg.com/media/CaaXN5LUYAEzAh-.jpg,True,False,Twitter for iPhone,10,0.00174855,True,None
Pembroke,0.748904,Cardigan,0.111767,2016-02-05 03:18:42+00:00,2026,False,1,We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af https://t.co/f9qlKiv39T,None,Basenji,True,4787,695446424020918272,12,https://pbs.twimg.com/media/Caa407jWwAAJPH3.jpg,True,False,Twitter for iPhone,10,0.121102,True,None
West Highland White Terrier,0.693857,Otterhound,0.0128667,2016-02-05 15:27:17+00:00,2377,False,1,Meet Calvin. He's proof that degrees mean absolutely nothing. 8/10 straighten up pup https://t.co/NIvxgSQ9BS,Calvin,Old English Sheepdog,True,5020,695629776980148225,8,https://pbs.twimg.com/media/Cadfl6zWcAEZqIW.jpg,True,False,Twitter for iPhone,10,0.232117,True,None
White Wolf,0.962139,Arctic Fox,0.00148234,2016-02-06 02:22:53+00:00,880,False,1,This is Wyatt. His throne is modeled after him. 13/10 Wyatt is a very big deal https://t.co/PccQ1CFEDd,Wyatt,Samoyed,False,3490,695794761660297217,13,https://pbs.twimg.com/media/Caf1pQxWIAEme3q.jpg,True,False,Twitter for iPhone,10,0.0305528,False,None
Sunglasses,0.382234,Chow,0.131328,2016-02-06 03:50:33+00:00,1320,False,1,Here's a dog enjoying a sunset. 11/10 would trade lives with https://t.co/VsQdLxrv9h,None,Pomeranian,True,3287,695816827381944320,11,https://pbs.twimg.com/media/CagJtjYW8AADoHu.jpg,True,False,Twitter for iPhone,10,0.208302,False,None
No Image,0.0,No Image,0.0,2016-02-06 22:38:50+00:00,750,False,0,This poor pupper has been stuck in a vortex since last week. Please keep her in your thoughts. 10/10 https://t.co/7ODQWHwYDx,None,No Image,False,2125,696100768806522880,10,No Image,False,False,Vine - Make a Scene,10,0.0,False,pupper
Great Pyrenees,0.132845,Walker Hound,0.0655823,2016-02-07 18:51:43+00:00,1284,False,1,This is Berb. He just found out that they have made 31 Kidz Bop CD's. Downright terrifying. 7/10 hang in there Berb https://t.co/CIFLjiTFwZ,Berb,Borzoi,True,3531,696405997980676096,7,https://pbs.twimg.com/media/Caohi_hWcAAQCni.jpg,True,False,Twitter for iPhone,10,0.0860048,True,None
Giant Schnauzer,0.369063,Scotch Terrier,0.120553,2016-02-08 00:20:23+00:00,1166,False,1,12/10 revolutionary af https://t.co/zKzq4nIY86,None,Briard,True,2788,696488710901260288,12,https://pbs.twimg.com/media/CapsyfkWcAQ41uC.jpg,True,False,Twitter for iPhone,10,0.168204,True,None
No Image,0.0,No Image,0.0,2016-02-08 02:18:30+00:00,1887,False,0,Oh my god 10/10 for every little hot dog pupper,None,No Image,False,4274,696518437233913856,10,No Image,False,False,Twitter for iPhone,10,0.0,False,pupper
Vizsla,0.379797,Chesapeake Bay Retriever,0.116931,2016-02-08 15:14:57+00:00,757,False,1,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper https://t.co/6J8Ibwy1X6,Trevith,Car Mirror,True,2613,696713835009417216,9,https://pbs.twimg.com/media/Cas5h-wWcAA3nAc.jpg,False,False,Twitter for iPhone,10,0.321589,True,pupper
No Image,0.0,No Image,0.0,2016-02-08 17:17:22+00:00,1069,False,0,This is Klevin. He doesn't want his family brainwashed by mainstream media. 10/10 (vid by @AshtonHose) https://t.co/ghhbMAFPW8,Klevin,No Image,False,2293,696744641916489729,10,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Scottish Deerhound,0.1378319999999999,Toy Poodle,0.0973967,2016-02-08 17:58:03+00:00,396,False,1,This is Reptar. He specifically asked for his skis to have four bindings. He's not happy. Quite perturbed tbh. 10/10 https://t.co/l9k7TPP7Tp,Reptar,Weasel,True,1615,696754882863349760,10,https://pbs.twimg.com/media/Cate3eLUcAEIuph.jpg,False,False,Twitter for iPhone,10,0.0983781,True,None
Vacuum,0.206876,Spatula,0.119218,2016-02-09 02:07:12+00:00,802,False,1,This is Misty. She's in a predicament. Not sure what next move should be. 9/10 stay calm pupper I'm comin https://t.co/XhR7PAgcwF,Misty,Space Heater,False,2689,696877980375769088,9,https://pbs.twimg.com/media/CavO0uuWEAE96Ed.jpg,False,False,Twitter for iPhone,10,0.12345,False,pupper
Dingo,0.383941,Golden Retriever,0.0565481,2016-02-09 02:40:05+00:00,2016,False,1,Guys I found the dog from Up. 12/10 https://t.co/WqoZtX9jmJ,None,Kuvasz,True,5317,696886256886657024,12,https://pbs.twimg.com/media/CavWWdFWAAArflW.jpg,True,False,Twitter for iPhone,10,0.289085,False,None
Greater Swiss Mountain Dog,0.665628,Beagle,0.067868,2016-02-09 03:14:25+00:00,758,False,1,These two pirates crashed their ship and don't know what to do now. Very irresponsible of them. Both 9/10 https://t.co/RJvUjgGH5z,None,Appenzeller,True,2594,696894894812565505,9,https://pbs.twimg.com/media/CaveNQcVIAECyBr.jpg,True,False,Twitter for iPhone,10,0.104795,True,None
Basenji,0.2977349999999999,Pembroke,0.136814,2016-02-09 03:35:31+00:00,1156,False,1,This is Rosie. She's a Benebark Cumberpatch. Sleepy af. 12/10 would snug for days https://t.co/NKuON5Al8i,Rosie,Chihuahua,True,3492,696900204696625153,12,https://pbs.twimg.com/media/CavjCdJW0AIB5Oz.jpg,True,False,Twitter for iPhone,10,0.266953,True,None
Eskimo Dog,0.236031,Siamese Cat,0.0635328,2016-02-10 02:14:42+00:00,751,False,1,This is Oakley. He has a massive tumor growing on his head. Seems benign tho. 10/10 would pet around tumor https://t.co/7GQ7BTxywN,Oakley,Grey Fox,False,2753,697242256848379904,10,https://pbs.twimg.com/media/Ca0aIR9WcAAHiPy.jpg,False,False,Twitter for iPhone,10,0.165791,True,None
Doberman,0.173989,Malinois,0.11989,2016-02-10 03:05:46+00:00,1315,False,1,Meet Charlie. He likes to kiss all the big milk dogs with the rad earrings. Passionate af. 10/10 just a great guy https://t.co/Oe0XSGmfoP,Charlie,Great Dane,True,3316,697255105972801536,10,https://pbs.twimg.com/media/Ca0lzzmWwAA5u56.jpg,True,False,Twitter for iPhone,10,0.165888,True,None
Whippet,0.999223,Boxer,0.000151071,2016-02-10 03:22:44+00:00,1136,False,1,"Please stop sending in saber-toothed tigers. This is getting ridiculous. We only rate dogs.
...8/10 https://t.co/iAeQNueou8",None,Great Dane,True,3611,697259378236399616,8,https://pbs.twimg.com/media/Ca0ps3AXEAAnp9m.jpg,True,False,Twitter for iPhone,10,0.000186525,True,None
Norfolk Terrier,0.880014,Miniature Poodle,0.00702706,2016-02-10 04:06:43+00:00,2087,False,1,This is Bentley. He got stuck on his 3rd homework problem. Picturing the best case scenario if he drops out. 10/10 https://t.co/7rS33sCKMS,Bentley,Toy Poodle,True,5131,697270446429966336,10,https://pbs.twimg.com/media/Ca0zxGjW8AEfyYl.jpg,True,False,Twitter for iPhone,10,0.100136,True,None
Pug,0.999885,Golden Retriever,8.267760000000001e-06,2016-02-10 16:51:59+00:00,1552,False,1,Happy Wednesday here's a bucket of pups. 44/40 would pet all at once https://t.co/HppvrYuamZ,None,Labrador Retriever,True,3748,697463031882764288,44,https://pbs.twimg.com/media/Ca3i7CzXIAMLhg8.jpg,True,False,Twitter for iPhone,40,9.75817e-05,True,None
Weasel,0.1105869999999999,Christmas Stocking,0.105442,2016-02-10 18:11:03+00:00,765,False,1,Meet Blipson. He's a Doowap Hufflepuff. That Ugg is his temporary home while he's struggling with unemployment 11/10 https://t.co/YKvt0J5MXr,Blipson,Bath Towel,False,2662,697482927769255936,11,https://pbs.twimg.com/media/Ca31BTgWwAA4uNU.jpg,False,False,Twitter for iPhone,10,0.108573,False,None
No Image,0.0,No Image,0.0,2016-02-10 20:23:19+00:00,1282,False,0,Say hello to Pherb. He does parkour. 9/10 https://t.co/LHFfUyLBZT,Pherb,No Image,False,2281,697516214579523584,9,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Bull Mastiff,0.256698,Whippet,0.102595,2016-02-11 00:18:49+00:00,572,False,1,This is Ole. He's not sure how to gravity. 8/10 https://t.co/PsqqotpBBQ,Ole,Siamese Cat,True,2250,697575480820686848,8,https://pbs.twimg.com/media/Ca5JMvMUsAAGMll.jpg,False,False,Twitter for iPhone,10,0.119805,True,None
Pembroke,0.621668,Collie,0.00769819,2016-02-11 01:42:02+00:00,1425,False,1,Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10 https://t.co/5USjFjKI7Z,None,Shetland Sheepdog,True,3306,697596423848730625,11,https://pbs.twimg.com/media/Ca5cPrJXIAImHtD.jpg,True,False,Twitter for iPhone,10,0.366578,True,pupper
Tibetan Terrier,0.521931,Shih-Tzu,0.0399121999999999,2016-02-11 03:02:54+00:00,1144,False,1,This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10 https://t.co/Jxd5pR02Cn,None,Lhasa,True,3467,697616773278015490,11,https://pbs.twimg.com/media/Ca5uv7RVAAA_QEg.jpg,True,False,Twitter for iPhone,10,0.403451,True,pupper
No Image,0.0,No Image,0.0,2016-02-11 03:57:11+00:00,614,False,0,Pls make sure ur dogs have gone through some barkour training b4 they attempt stunts like this. 8/10 https://t.co/VmF35YvtqP,None,No Image,False,1909,697630435728322560,8,No Image,False,False,Vine - Make a Scene,10,0.0,False,None
Toilet Tissue,0.176423,Paper Towel,0.0980291,2016-02-11 20:34:41+00:00,1337,False,1,This is Carter. He wakes up in the morning and pisses excellence. 10/10 best there is plain and simple https://t.co/pHktDjpFr8,Carter,Washbasin,False,3313,697881462549430272,10,https://pbs.twimg.com/media/Ca9feqDUAAA_z7T.jpg,False,False,Twitter for iPhone,10,0.167462,False,None
German Short-Haired Pointer,0.126924,Greater Swiss Mountain Dog,0.090816,2016-02-12 00:39:39+00:00,776,False,1,This is Cassie. She goes door to door trying to find the owner of this baguette. No luck so far. 10/10 https://t.co/e8bj97CisO,Cassie,Great Dane,True,2638,697943111201378304,10,https://pbs.twimg.com/media/Ca-XjfiUsAAUa8f.jpg,True,False,Twitter for iPhone,10,0.110037,True,None
Shetland Sheepdog,0.984783,Cardigan,7.358600000000001e-05,2016-02-12 03:47:39+00:00,1451,False,2,This is Doug. He's a Draconian Jabbawockee. Rad tongue. Ears are borderline legendary 11/10 would pet with a purpose https://t.co/MVvbQW88Pv,Doug,Pembroke,True,3592,697990423684476929,11,https://pbs.twimg.com/media/Ca_ClYOW0AAsvpE.jpg,True,False,Twitter for iPhone,10,0.015018,True,None
American Staffordshire Terrier,0.2802219999999999,Boston Bull,0.126884,2016-02-12 04:07:53+00:00,372,False,1,"""Dammit hooman quit playin I jus wanna wheat thin"" 11/10 https://t.co/yAASRDPJnQ",None,Staffordshire Bullterrier,True,1665,697995514407682048,11,https://pbs.twimg.com/media/Ca_HN8UWEAEB-ga.jpg,True,False,Twitter for iPhone,10,0.161478,True,None
Labrador Retriever,0.3518679999999999,Malinois,0.154606,2016-02-12 16:16:41+00:00,830,False,1,This is Lily. She accidentally dropped all her Kohl's cash overboard. Day officially ruined. 10/10 hang in there pup https://t.co/BJbtCqGwZK,Lily,Chesapeake Bay Retriever,True,3084,698178924120031232,10,https://pbs.twimg.com/media/CbBuBhbWwAEGH29.jpg,True,False,Twitter for iPhone,10,0.207753,True,None
Dalmatian,0.64369,American Staffordshire Terrier,0.0500078,2016-02-12 17:22:12+00:00,6750,False,1,Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups https://t.co/GPaoH5qWEk,Beau,Labrador Retriever,True,18408,698195409219559425,9,https://pbs.twimg.com/media/CbB9BTqW8AEVc2A.jpg,True,False,Twitter for iPhone,10,0.102684,True,None
Staffordshire Bullterrier,0.107948,Basset,0.0694361,2016-02-12 21:49:15+00:00,2268,False,1,This is Franklin. He's a yoga master. Trying to get rid of those rolls. Dedicated af. 11/10 keep it up pup https://t.co/S712MJXulD,Franklin,Italian Greyhound,True,5214,698262614669991936,11,https://pbs.twimg.com/media/CbC6JL_WEAI_PhH.jpg,True,False,Twitter for iPhone,10,0.0752299999999999,True,None
Staffordshire Bullterrier,0.8830479999999999,Saint Bernard,0.0129941,2016-02-13 03:05:01+00:00,1074,False,1,This is Maximus. He's training for the tetherball world championship. The grind never stops. 11/10 (vid by @Amuly21) https://t.co/VmFfWMjNkp,Maximus,Boxer,True,2485,698342080612007937,11,https://pbs.twimg.com/ext_tw_video_thumb/698341973569245184/pu/img/Sj3A2vSfbKWSv61T.jpg,True,False,Twitter for iPhone,10,0.0305794,True,None
Sunglasses,0.990191,Pekinese,0.00130952,2016-02-13 03:59:01+00:00,516,False,1,This is Jessiga. She's a Tasmanian McCringleberry. Selfies make her uncomfortable. 10/10 would pet in time of need https://t.co/MrdPZz1CGk,Jessiga,Pug,True,2046,698355670425473025,10,https://pbs.twimg.com/media/CbEOxQXW0AEIYBu.jpg,True,False,Twitter for iPhone,10,0.00279854,False,None
Boxer,0.998544,Boston Bull,2.322e-05,2016-02-13 16:50:04+00:00,704,False,1,This is Claude. He's trying to be seductive but he forgot to turn on the fireplace. 9/10 damn it Claude https://t.co/EPdQquc1dG,Claude,French Bulldog,True,2536,698549713696649216,9,https://pbs.twimg.com/media/CbG_QRJXEAALVWy.jpg,True,False,Twitter for iPhone,10,0.00140394,True,None
West Highland White Terrier,0.158464,Kuvasz,0.0250373,2016-02-13 22:29:29+00:00,388,False,1,Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) https://t.co/rb8nzVNh7F,None,Samoyed,True,1400,698635131305795584,12,https://pbs.twimg.com/ext_tw_video_thumb/698635005506015234/pu/img/wQ4yFXTZ-2QLt68b.jpg,True,False,Twitter for iPhone,10,0.0894025,True,None
Beagle,0.931963,Welsh Springer Spaniel,0.0128961,2016-02-14 03:01:06+00:00,425,False,1,This is Rusty. He has no respect for POULTRY products. Unbelievable af. 7/10 would still pet https://t.co/hEH19t1eFp,Rusty,Brittany Spaniel,True,1608,698703483621523456,7,https://pbs.twimg.com/media/CbJLG0HWwAAV-ug.jpg,True,False,Twitter for iPhone,10,0.0306949,True,None
Prison,0.329895,Shoji,0.103596,2016-02-14 03:29:49+00:00,774,False,1,This is Cuddles. He's not entirely sure how doors work. 10/10 I believe in you Cuddles https://t.co/rKjK88D05Z,Cuddles,Samoyed,False,2710,698710712454139905,10,https://pbs.twimg.com/media/CbJRrigW0AIcJ2N.jpg,True,False,Twitter for iPhone,10,0.165772,False,None
Curly-Coated Retriever,0.983131,Bluetick,0.00332221,2016-02-14 16:33:40+00:00,699,False,3,This dog is never sure if he's doing the right thing. 10/10 https://t.co/GXq43zFfBu,None,German Short-Haired Pointer,True,2787,698907974262222848,10,https://pbs.twimg.com/media/CbMFFssWIAAyuOd.jpg,True,False,Twitter for iPhone,10,0.00555772,True,None
Shower Cap,0.382378,Redbone,0.0768337,2016-02-14 19:35:46+00:00,1020,False,1,Meet CeCe. She wanted to take a selfie before her first day as a lumberjack. 11/10 crushing traditional gender roles https://t.co/oW9XMYG3F4,CeCe,Italian Greyhound,True,2975,698953797952008193,11,https://pbs.twimg.com/media/CbMuxV5WEAAIBjy.jpg,True,False,Twitter for iPhone,10,0.102255,False,None
